2016-11-18 12:32:20.815 [main] INFO  cn.vpclub.DemoApplication - Starting DemoApplication on k8s-minion3 with PID 1482 (/home/vpclub/openshift/fabric/ipservice/target/classes started by vpclub in /home/vpclub/openshift/fabric/ipservice)
	at org.springframework.test.context.support.DefaultTestContext.getApplicationContext(DefaultTestContext.java:83)
	at org.springframework.test.context.web.ServletTestExecutionListener.setUpRequestContextIfNecessary(ServletTestExecutionListener.java:183)
	at org.springframework.test.context.web.ServletTestExecutionListener.prepareTestInstance(ServletTestExecutionListener.java:123)
	at org.springframework.test.context.TestContextManager.prepareTestInstance(TestContextManager.java:228)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.createTest(SpringJUnit4ClassRunner.java:230)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner$1.runReflectiveCall(SpringJUnit4ClassRunner.java:289)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.methodBlock(SpringJUnit4ClassRunner.java:291)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:249)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:89)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.springframework.test.context.junit4.statements.RunBeforeTestClassCallbacks.evaluate(RunBeforeTestClassCallbacks.java:61)
	at org.springframework.test.context.junit4.statements.RunAfterTestClassCallbacks.evaluate(RunAfterTestClassCallbacks.java:70)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.run(SpringJUnit4ClassRunner.java:193)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:119)
	at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:42)
	at com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:234)
	at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:74)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at com.intellij.rt.execution.application.AppMain.main(AppMain.java:144)
Caused by: org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.springframework.cloud.sleuth.zipkin.ZipkinSpanReporter]: Factory method 'reporter' threw exception; nested exception is io.fabric8.kubernetes.client.KubernetesClientException: An error has occurred.
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:189)
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:588)
	... 46 common frames omitted
Caused by: io.fabric8.kubernetes.client.KubernetesClientException: An error has occurred.
	at io.fabric8.kubernetes.client.KubernetesClientException.launderThrowable(KubernetesClientException.java:57)
	at io.fabric8.kubernetes.client.dsl.base.BaseOperation.get(BaseOperation.java:141)
	at io.fabric8.spring.cloud.kubernetes.zipkin.ZipkinKubernetesAutoConfiguration.getInstances(ZipkinKubernetesAutoConfiguration.java:71)
	at io.fabric8.spring.cloud.kubernetes.zipkin.ZipkinKubernetesAutoConfiguration.reporter(ZipkinKubernetesAutoConfiguration.java:57)
	at io.fabric8.spring.cloud.kubernetes.zipkin.ZipkinKubernetesAutoConfiguration$$EnhancerBySpringCGLIB$$9025d790.CGLIB$reporter$0(<generated>)
	at io.fabric8.spring.cloud.kubernetes.zipkin.ZipkinKubernetesAutoConfiguration$$EnhancerBySpringCGLIB$$9025d790$$FastClassBySpringCGLIB$$7896f6f9.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invokeSuper(MethodProxy.java:228)
	at org.springframework.context.annotation.ConfigurationClassEnhancer$BeanMethodInterceptor.intercept(ConfigurationClassEnhancer.java:355)
	at io.fabric8.spring.cloud.kubernetes.zipkin.ZipkinKubernetesAutoConfiguration$$EnhancerBySpringCGLIB$$9025d790.reporter(<generated>)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:162)
	... 47 common frames omitted
Caused by: java.net.SocketTimeoutException: connect timed out
	at java.net.PlainSocketImpl.socketConnect(Native Method)
	at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:350)
	at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:206)
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:188)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:589)
	at okhttp3.internal.platform.Platform.connectSocket(Platform.java:124)
	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.java:187)
	at okhttp3.internal.connection.RealConnection.buildConnection(RealConnection.java:173)
	at okhttp3.internal.connection.RealConnection.connect(RealConnection.java:114)
	at okhttp3.internal.connection.StreamAllocation.findConnection(StreamAllocation.java:193)
	at okhttp3.internal.connection.StreamAllocation.findHealthyConnection(StreamAllocation.java:129)
	at okhttp3.internal.connection.StreamAllocation.newStream(StreamAllocation.java:98)
	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.java:42)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:92)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:67)
	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.java:109)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:92)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:67)
	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.java:93)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:92)
	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.java:124)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:92)
	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:67)
	at okhttp3.RealCall.getResponseWithInterceptorChain(RealCall.java:170)
	at okhttp3.RealCall.execute(RealCall.java:60)
	at io.fabric8.kubernetes.client.dsl.base.OperationSupport.handleResponse(OperationSupport.java:234)
	at io.fabric8.kubernetes.client.dsl.base.OperationSupport.handleResponse(OperationSupport.java:229)
	at io.fabric8.kubernetes.client.dsl.base.OperationSupport.handleGet(OperationSupport.java:225)
	at io.fabric8.kubernetes.client.dsl.base.BaseOperation.handleGet(BaseOperation.java:559)
	at io.fabric8.kubernetes.client.dsl.base.BaseOperation.get(BaseOperation.java:134)
	... 59 common frames omitted
2016-11-18 13:30:20.679 [main] INFO  o.s.b.l.ClasspathLoggingApplicationListener - Application failed to start with classpath: [file:/home/vpclub/idea-8/lib/idea_rt.jar, file:/home/vpclub/idea-8/plugins/junit/lib/junit-rt.jar, file:/home/vpclub/java/jdk8/jre/lib/charsets.jar, file:/home/vpclub/java/jdk8/jre/lib/deploy.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/cldrdata.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/dnsns.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/jaccess.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/jfxrt.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/localedata.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/nashorn.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/sunec.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/sunjce_provider.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/sunpkcs11.jar, file:/home/vpclub/java/jdk8/jre/lib/ext/zipfs.jar, file:/home/vpclub/java/jdk8/jre/lib/javaws.jar, file:/home/vpclub/java/jdk8/jre/lib/jce.jar, file:/home/vpclub/java/jdk8/jre/lib/jfr.jar, file:/home/vpclub/java/jdk8/jre/lib/jfxswt.jar, file:/home/vpclub/java/jdk8/jre/lib/jsse.jar, file:/home/vpclub/java/jdk8/jre/lib/management-agent.jar, file:/home/vpclub/java/jdk8/jre/lib/plugin.jar, file:/home/vpclub/java/jdk8/jre/lib/resources.jar, file:/home/vpclub/java/jdk8/jre/lib/rt.jar, file:/home/vpclub/openshift/fabric/ipservice/target/test-classes/, file:/home/vpclub/openshift/fabric/ipservice/target/classes/, file:/home/vpclub/.m2/repository/io/fabric8/spring-cloud-starter-kubernetes/0.0.16/spring-cloud-starter-kubernetes-0.0.16.jar, file:/home/vpclub/.m2/repository/io/fabric8/spring-cloud-kubernetes-core/0.0.16/spring-cloud-kubernetes-core-0.0.16.jar, file:/home/vpclub/.m2/repository/io/fabric8/kubernetes-client/1.4.6/kubernetes-client-1.4.6.jar, file:/home/vpclub/.m2/repository/io/fabric8/kubernetes-model/1.0.53/kubernetes-model-1.0.53.jar, file:/home/vpclub/.m2/repository/com/fasterxml/jackson/module/jackson-module-jaxb-annotations/2.7.5/jackson-module-jaxb-annotations-2.7.5.jar, file:/home/vpclub/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.6.5/jackson-core-2.6.5.jar, file:/home/vpclub/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.6.5/jackson-annotations-2.6.5.jar, file:/home/vpclub/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.6.5/jackson-databind-2.6.5.jar, file:/home/vpclub/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar, file:/home/vpclub/.m2/repository/com/squareup/okhttp3/okhttp/3.4.1/okhttp-3.4.1.jar, file:/home/vpclub/.m2/repository/com/squareup/okio/okio/1.9.0/okio-1.9.0.jar, file:/home/vpclub/.m2/repository/com/squareup/okhttp3/logging-interceptor/3.4.1/logging-interceptor-3.4.1.jar, file:/home/vpclub/.m2/repository/com/squareup/okhttp3/okhttp-ws/3.4.1/okhttp-ws-3.4.1.jar, file:/home/vpclub/.m2/repository/org/slf4j/slf4j-api/1.7.16/slf4j-api-1.7.16.jar, file:/home/vpclub/.m2/repository/org/slf4j/jul-to-slf4j/1.7.16/jul-to-slf4j-1.7.16.jar, file:/home/vpclub/.m2/repository/com/fasterxml/jackson/dataformat/jackson-dataformat-yaml/2.6.5/jackson-dataformat-yaml-2.6.5.jar, file:/home/vpclub/.m2/repository/org/yaml/snakeyaml/1.16/snakeyaml-1.16.jar, file:/home/vpclub/.m2/repository/io/fabric8/zjsonpatch/0.2.3/zjsonpatch-0.2.3.jar, file:/home/vpclub/.m2/repository/com/github/mifmif/generex/1.0.1/generex-1.0.1.jar, file:/home/vpclub/.m2/repository/dk/brics/automaton/automaton/1.11-8/automaton-1.11-8.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-actuator/1.3.3.RELEASE/spring-boot-actuator-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/1.3.3.RELEASE/spring-boot-autoconfigure-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot/1.3.3.RELEASE/spring-boot-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar, file:/home/vpclub/.m2/repository/io/fabric8/spring-cloud-kubernetes-discovery/0.0.16/spring-cloud-kubernetes-discovery-0.0.16.jar, file:/home/vpclub/.m2/repository/org/springframework/cloud/spring-cloud-context/1.0.4.RELEASE/spring-cloud-context-1.0.4.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/security/spring-security-crypto/4.0.3.RELEASE/spring-security-crypto-4.0.3.RELEASE.jar, file:/home/vpclub/.m2/repository/io/fabric8/spring-cloud-starter-kubernetes-zipkin/0.0.16/spring-cloud-starter-kubernetes-zipkin-0.0.16.jar, file:/home/vpclub/.m2/repository/io/fabric8/spring-cloud-kubernetes-zipkin/0.0.16/spring-cloud-kubernetes-zipkin-0.0.16.jar, file:/home/vpclub/.m2/repository/org/springframework/cloud/spring-cloud-sleuth-zipkin/1.0.4.RELEASE/spring-cloud-sleuth-zipkin-1.0.4.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/cloud/spring-cloud-sleuth-core/1.0.4.RELEASE/spring-cloud-sleuth-core-1.0.4.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-context/4.2.5.RELEASE/spring-context-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/aspectj/aspectjrt/1.8.8/aspectjrt-1.8.8.jar, file:/home/vpclub/.m2/repository/io/zipkin/java/zipkin/1.1.5/zipkin-1.1.5.jar, file:/home/vpclub/.m2/repository/org/aspectj/aspectjweaver/1.8.8/aspectjweaver-1.8.8.jar, file:/home/vpclub/.m2/repository/org/springframework/cloud/spring-cloud-commons/1.1.1.RELEASE/spring-cloud-commons-1.1.1.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-actuator/1.3.3.RELEASE/spring-boot-starter-actuator-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter/1.3.3.RELEASE/spring-boot-starter-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-core/4.2.5.RELEASE/spring-core-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-logging/1.3.3.RELEASE/spring-boot-starter-logging-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/ch/qos/logback/logback-classic/1.1.5/logback-classic-1.1.5.jar, file:/home/vpclub/.m2/repository/ch/qos/logback/logback-core/1.1.5/logback-core-1.1.5.jar, file:/home/vpclub/.m2/repository/org/slf4j/jcl-over-slf4j/1.7.16/jcl-over-slf4j-1.7.16.jar, file:/home/vpclub/.m2/repository/org/slf4j/log4j-over-slf4j/1.7.16/log4j-over-slf4j-1.7.16.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-web/1.3.3.RELEASE/spring-boot-starter-web-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/1.3.3.RELEASE/spring-boot-starter-tomcat-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.32/tomcat-embed-core-8.0.32.jar, file:/home/vpclub/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.32/tomcat-embed-el-8.0.32.jar, file:/home/vpclub/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.32/tomcat-embed-logging-juli-8.0.32.jar, file:/home/vpclub/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.32/tomcat-embed-websocket-8.0.32.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-validation/1.3.3.RELEASE/spring-boot-starter-validation-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/hibernate/hibernate-validator/5.2.4.Final/hibernate-validator-5.2.4.Final.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-web/4.2.5.RELEASE/spring-web-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-aop/4.2.5.RELEASE/spring-aop-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/aopalliance/aopalliance/1.0/aopalliance-1.0.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-beans/4.2.5.RELEASE/spring-beans-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-webmvc/4.2.5.RELEASE/spring-webmvc-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-expression/4.2.5.RELEASE/spring-expression-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-test/1.3.3.RELEASE/spring-boot-starter-test-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/junit/junit/4.12/junit-4.12.jar, file:/home/vpclub/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar, file:/home/vpclub/.m2/repository/org/mockito/mockito-core/1.10.19/mockito-core-1.10.19.jar, file:/home/vpclub/.m2/repository/org/objenesis/objenesis/2.1/objenesis-2.1.jar, file:/home/vpclub/.m2/repository/org/hamcrest/hamcrest-library/1.3/hamcrest-library-1.3.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-test/4.2.5.RELEASE/spring-test-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-redis/1.3.3.RELEASE/spring-boot-starter-redis-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/data/spring-data-redis/1.6.4.RELEASE/spring-data-redis-1.6.4.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-tx/4.2.5.RELEASE/spring-tx-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-oxm/4.2.5.RELEASE/spring-oxm-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-context-support/4.2.5.RELEASE/spring-context-support-4.2.5.RELEASE.jar, file:/home/vpclub/.m2/repository/redis/clients/jedis/2.7.3/jedis-2.7.3.jar, file:/home/vpclub/.m2/repository/org/apache/commons/commons-pool2/2.4.2/commons-pool2-2.4.2.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-cache/1.3.3.RELEASE/spring-boot-starter-cache-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/org/springframework/boot/spring-boot-starter-jta-atomikos/1.3.3.RELEASE/spring-boot-starter-jta-atomikos-1.3.3.RELEASE.jar, file:/home/vpclub/.m2/repository/com/atomikos/transactions-jms/3.9.3/transactions-jms-3.9.3.jar, file:/home/vpclub/.m2/repository/com/atomikos/transactions-jta/3.9.3/transactions-jta-3.9.3.jar, file:/home/vpclub/.m2/repository/com/atomikos/transactions/3.9.3/transactions-3.9.3.jar, file:/home/vpclub/.m2/repository/com/atomikos/transactions-api/3.9.3/transactions-api-3.9.3.jar, file:/home/vpclub/.m2/repository/com/atomikos/atomikos-util/3.9.3/atomikos-util-3.9.3.jar, file:/home/vpclub/.m2/repository/com/atomikos/transactions-jdbc/3.9.3/transactions-jdbc-3.9.3.jar, file:/home/vpclub/.m2/repository/javax/transaction/javax.transaction-api/1.2/javax.transaction-api-1.2.jar, file:/home/vpclub/.m2/repository/org/springframework/spring-jdbc/4.2.4.RELEASE/spring-jdbc-4.2.4.RELEASE.jar, file:/home/vpclub/.m2/repository/mysql/mysql-connector-java/5.1.37/mysql-connector-java-5.1.37.jar, file:/home/vpclub/.m2/repository/com/zaxxer/HikariCP-java6/2.2.5/HikariCP-java6-2.2.5.jar, file:/home/vpclub/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar, file:/home/vpclub/.m2/repository/com/alibaba/druid/1.0.11/druid-1.0.11.jar, file:/home/vpclub/java/jdk8/lib/jconsole.jar, file:/home/vpclub/java/jdk8/lib/tools.jar, file:/home/vpclub/.m2/repository/org/mybatis/mybatis/3.3.0/mybatis-3.3.0.jar, file:/home/vpclub/.m2/repository/org/mybatis/mybatis-spring/1.2.2/mybatis-spring-1.2.2.jar, file:/home/vpclub/.m2/repository/tk/mybatis/mapper/3.3.2/mapper-3.3.2.jar, file:/home/vpclub/.m2/repository/javax/persistence/persistence-api/1.0/persistence-api-1.0.jar, file:/home/vpclub/.m2/repository/com/github/pagehelper/pagehelper/4.1.1/pagehelper-4.1.1.jar, file:/home/vpclub/.m2/repository/com/github/jsqlparser/jsqlparser/0.9.4/jsqlparser-0.9.4.jar, file:/home/vpclub/.m2/repository/javax/javaee-api/7.0/javaee-api-7.0.jar, file:/home/vpclub/.m2/repository/com/sun/mail/javax.mail/1.5.5/javax.mail-1.5.5.jar, file:/home/vpclub/.m2/repository/javax/activation/activation/1.1/activation-1.1.jar, file:/home/vpclub/acommon/vp-common/target/classes/, file:/home/vpclub/.m2/repository/commons-httpclient/commons-httpclient/3.1/commons-httpclient-3.1.jar, file:/home/vpclub/.m2/repository/commons-codec/commons-codec/1.2/commons-codec-1.2.jar, file:/home/vpclub/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar, file:/home/vpclub/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar, file:/home/vpclub/.m2/repository/org/apache/commons/commons-lang3/3.4/commons-lang3-3.4.jar, file:/home/vpclub/.m2/repository/commons-io/commons-io/2.4/commons-io-2.4.jar, file:/home/vpclub/.m2/repository/commons-beanutils/commons-beanutils/1.9.2/commons-beanutils-1.9.2.jar, file:/home/vpclub/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar, file:/home/vpclub/.m2/repository/commons-net/commons-net/3.3/commons-net-3.3.jar, file:/home/vpclub/.m2/repository/org/apache/poi/poi/3.10-FINAL/poi-3.10-FINAL.jar, file:/home/vpclub/.m2/repository/org/apache/poi/poi-ooxml/3.10-FINAL/poi-ooxml-3.10-FINAL.jar, file:/home/vpclub/.m2/repository/org/apache/poi/poi-ooxml-schemas/3.10-FINAL/poi-ooxml-schemas-3.10-FINAL.jar, file:/home/vpclub/.m2/repository/org/apache/xmlbeans/xmlbeans/2.3.0/xmlbeans-2.3.0.jar, file:/home/vpclub/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar, file:/home/vpclub/.m2/repository/dom4j/dom4j/1.6.1/dom4j-1.6.1.jar, file:/home/vpclub/.m2/repository/xml-apis/xml-apis/1.0.b2/xml-apis-1.0.b2.jar, file:/home/vpclub/adevelop/vp-common-config/vp-common-config-config/target/classes/, file:/home/vpclub/.m2/repository/org/apache/httpcomponents/httpmime/4.5.1/httpmime-4.5.1.jar, file:/home/vpclub/.m2/repository/org/jboss/logging/jboss-logging/3.3.0.Final/jboss-logging-3.3.0.Final.jar, file:/home/vpclub/.m2/repository/com/fasterxml/classmate/1.1.0/classmate-1.1.0.jar]
2016-11-18 13:30:20.680 [main] ERROR o.s.test.context.TestContextManager - Caught exception while allowing TestExecutionListener [org.springframework.test.context.web.ServletTestExecutionListener@33cb5951] to prepare test instance [cn.vpclub.mockmvc.AppInfoControllerTest@303fbc4]
java.lang.IllegalStateException: Failed to load ApplicationContext
	at org.springframework.test.context.cache.DefaultCacheAwareContextLoaderDelegate.loadContext(DefaultCacheAwareContextLoaderDelegate.java:124)
	at org.springframework.test.context.support.DefaultTestContext.getApplicationContext(DefaultTestContext.java:83)
	at org.springframework.test.context.web.ServletTestExecutionListener.setUpRequestContextIfNecessary(ServletTestExecutionListener.java:183)
	at org.springframework.test.context.web.ServletTestExecutionListener.prepareTestInstance(ServletTestExecutionListener.java:123)
	at org.springframework.test.context.TestContextManager.prepareTestInstance(TestContextManager.java:228)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.createTest(SpringJUnit4ClassRunner.java:230)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner$1.runReflectiveCall(SpringJUnit4ClassRunner.java:289)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.methodBlock(SpringJUnit4ClassRunner.java:291)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:249)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:89)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.springframework.test.context.junit4.statements.RunBeforeTestClassCallbacks.evaluate(RunBeforeTestClassCallbacks.java:61)
	at org.springframework.test.context.junit4.statements.RunAfterTestClassCallbacks.evaluate(RunAfterTestClassCallbacks.java:70)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.run(SpringJUnit4ClassRunner.java:193)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:119)
	at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:42)
	at com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:234)
	at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:74)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at com.intellij.rt.execution.application.AppMain.main(AppMain.java:144)
Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'reporter' defined in class path resource [io/fabric8/spring/cloud/kubernetes/zipkin/ZipkinKubernetesAutoConfiguration.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.springframework.cloud.sleuth.zipkin.ZipkinSpanReporter]: Factory method 'reporter' threw exception; nested exception is io.fabric8.kubernetes.client.KubernetesClientException: An error has occurred.
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:599)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1123)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1018)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:510)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:482)
	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:306)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:230)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:302)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:197)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:772)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:839)
